description,file_urls,city_name,year,files
Download San Mateo Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-mateo-community-college-district-2013.csv,San Mateo Community College District,2013,"[{'checksum': '681e9488a750a27cf7086f8648fb27ab', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-mateo-community-college-district-2013.csv', 'path': 'full/983dfbc25240ede99d89910861af9c957601eb7a.csv'}]"
Download San Mateo Community College District payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/san-mateo-community-college-district-2012.csv,San Mateo Community College District,2012,"[{'checksum': 'b3ba35b45eb6fa1685005a41b78757ff', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-mateo-community-college-district-2012.csv', 'path': 'full/d632b93e8c4fc4a6c7ae19f35c4402defb26e592.csv'}]"
Download San Joaquin Delta College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/san-joaquin-delta-college-2014.csv,San Joaquin Delta College,2014,"[{'checksum': '39314f8f40da697399dec677a6ec35a3', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-joaquin-delta-college-2014.csv', 'path': 'full/30870c443af7141a390ad145cba3c5c2b89f8224.csv'}]"
Download San Jose Evergreen Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-jose-evergreen-community-college-district-2013.csv,San Jose Evergreen Community College District,2013,"[{'checksum': '777cbbe485e57101efb7fcfc25e5d6a1', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-jose-evergreen-community-college-district-2013.csv', 'path': 'full/b4949ae5dbd44a139da3b1ec261bcb4174237395.csv'}]"
Download San Joaquin Delta College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/san-joaquin-delta-college-2016.csv,San Joaquin Delta College,2016,"[{'checksum': '2c38ac2acacf2c9a7031308eae04b0ae', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-joaquin-delta-college-2016.csv', 'path': 'full/23c5cc58e209278e87cf810f0d5f8be490c63ac1.csv'}]"
Download San Jose Evergreen Community College District payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/san-jose-evergreen-community-college-district-2014.csv,San Jose Evergreen Community College District,2014,"[{'checksum': '946ad0ced0f0ad2f604ac349e5d84ca2', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-jose-evergreen-community-college-district-2014.csv', 'path': 'full/7b5bdcaae4cf09644abef4e1574805f27c817fd9.csv'}]"
Download San Jose Evergreen Community College District payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/san-jose-evergreen-community-college-district-2015.csv,San Jose Evergreen Community College District,2015,"[{'checksum': '0cf7507f3fff1f8d1fa67a3d0379d509', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-jose-evergreen-community-college-district-2015.csv', 'path': 'full/3a45e7434595609b67d659ada46d9d0b0ea74d69.csv'}]"
Download San Joaquin Delta College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-joaquin-delta-college-2013.csv,San Joaquin Delta College,2013,"[{'checksum': 'a6eae0001eba6444e6f123354b67d0b3', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-joaquin-delta-college-2013.csv', 'path': 'full/b80585fe2a306676943a8d49b685d6976f43578c.csv'}]"
Download San Diego Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-diego-community-college-district-2013.csv,San Diego Community College District,2013,"[{'checksum': 'a36190d2d8965ce3a27e8c5c835b988a', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-diego-community-college-district-2013.csv', 'path': 'full/d608763b7e4c50e7eee9bb007eeb34aae8a5375f.csv'}]"
Download San Diego Community College District payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/san-diego-community-college-district-2015.csv,San Diego Community College District,2015,"[{'checksum': 'd99fc8ae13d3a3a0cbfbda3de4f43434', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-diego-community-college-district-2015.csv', 'path': 'full/09fd69fda0d6b28257d315bea5bf3a6d49e66248.csv'}]"
Download San Diego Community College District payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/san-diego-community-college-district-2016.csv,San Diego Community College District,2016,"[{'checksum': '0e625bb2f981a81752777e793ffd458f', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-diego-community-college-district-2016.csv', 'path': 'full/901f40560c9f500da30841b88a18cd4fa9edfdf9.csv'}]"
Download San Bernardino Community College District payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/san-bernardino-community-college-district-2014.csv,San Bernardino Community College District,2014,"[{'checksum': '08d132a2e07fc3e7462de92c9c443ce4', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-bernardino-community-college-district-2014.csv', 'path': 'full/49002c8006d42823e2a679ec0127670704157f16.csv'}]"
Download San Joaquin Delta College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/san-joaquin-delta-college-2012.csv,San Joaquin Delta College,2012,"[{'checksum': '21b2f81e739f8d76c179125fe5862d66', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-joaquin-delta-college-2012.csv', 'path': 'full/f431a841151142a90c7ffa136743f3c8aa7eaa34.csv'}]"
Download San Bernardino Community College District payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/san-bernardino-community-college-district-2016.csv,San Bernardino Community College District,2016,"[{'checksum': '6de2be792470fefa2e4ea5af9d178af7', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-bernardino-community-college-district-2016.csv', 'path': 'full/787db22c47cdf5158ee3db175c850cc9ad49db86.csv'}]"
Download San Bernardino Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/san-bernardino-community-college-district-2013.csv,San Bernardino Community College District,2013,"[{'checksum': 'c0fd14455fac7d2a2fe0003a592c8f77', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-bernardino-community-college-district-2013.csv', 'path': 'full/f2b5f63b3899f8238b648a99d9bfcb88fe4f6125.csv'}]"
Download Riverside Community College District payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/riverside-community-college-district-2016.csv,Riverside Community College District,2016,"[{'checksum': '21db2af5efd21af5bd5f61c0b949207e', 'url': 'https://transcal.s3.amazonaws.com/public/export/riverside-community-college-district-2016.csv', 'path': 'full/6a5c9fade1ab0b72950afbac8c64ed67ea64cb10.csv'}]"
Download San Diego Community College District payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/san-diego-community-college-district-2012.csv,San Diego Community College District,2012,"[{'checksum': '7fcf2eef39adea050296ac557560275d', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-diego-community-college-district-2012.csv', 'path': 'full/368e8c633d46d17e44a40a993d815526c63d1647.csv'}]"
Download Rio Hondo College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/rio-hondo-college-2016.csv,Rio Hondo College,2016,"[{'checksum': '538d39b1e7739fecba4a8f8a6e639974', 'url': 'https://transcal.s3.amazonaws.com/public/export/rio-hondo-college-2016.csv', 'path': 'full/cb6807338ca5bea2d3008d8799a1cec09cffd0bf.csv'}]"
Download Rio Hondo College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/rio-hondo-college-2014.csv,Rio Hondo College,2014,"[{'checksum': '7920c1c21f5f11e80d92b3a6fb5c1d89', 'url': 'https://transcal.s3.amazonaws.com/public/export/rio-hondo-college-2014.csv', 'path': 'full/52d686fdd45bb350728b6348463216c7ea5b2449.csv'}]"
Download Rio Hondo College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/rio-hondo-college-2013.csv,Rio Hondo College,2013,"[{'checksum': 'e21d6df136a3e7f0d687c421184d94a5', 'url': 'https://transcal.s3.amazonaws.com/public/export/rio-hondo-college-2013.csv', 'path': 'full/257690bc8d5186ea95163ea28b49e4ddc40b9aaa.csv'}]"
Download Riverside Community College District payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/riverside-community-college-district-2015.csv,Riverside Community College District,2015,"[{'checksum': '6faaacb985d4abc5892596e768d6c131', 'url': 'https://transcal.s3.amazonaws.com/public/export/riverside-community-college-district-2015.csv', 'path': 'full/4ec70325f4e651c1d49452be9a45b2e50a89095f.csv'}]"
Download Rio Hondo College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/rio-hondo-college-2015.csv,Rio Hondo College,2015,"[{'checksum': '825df5abe47dc08f0f20771cb528f9e4', 'url': 'https://transcal.s3.amazonaws.com/public/export/rio-hondo-college-2015.csv', 'path': 'full/61c4d83469ca130cf6ce27a8e1ec20778d326fe2.csv'}]"
Download Rio Hondo College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/rio-hondo-college-2012.csv,Rio Hondo College,2012,"[{'checksum': 'beef336b284de37506ea7abad67322a2', 'url': 'https://transcal.s3.amazonaws.com/public/export/rio-hondo-college-2012.csv', 'path': 'full/db6cefb909309055c5ec42ce0a62bdf57a304051.csv'}]"
Download San Diego Community College District payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/san-diego-community-college-district-2014.csv,San Diego Community College District,2014,"[{'checksum': '51fc686c44f904bc9b73ae63ed87962b', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-diego-community-college-district-2014.csv', 'path': 'full/7d46903f9a1b1f01777aa0f6da4824f9ae891bb1.csv'}]"
Download San Bernardino Community College District payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/san-bernardino-community-college-district-2015.csv,San Bernardino Community College District,2015,"[{'checksum': '2784f314b18213a975a32340a383b564', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-bernardino-community-college-district-2015.csv', 'path': 'full/22ecbd5c01ad35e956d4af916606e169f25e6aeb.csv'}]"
Download Riverside Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/riverside-community-college-district-2013.csv,Riverside Community College District,2013,"[{'checksum': '26133c9c105987f6f900d64ccf7dc638', 'url': 'https://transcal.s3.amazonaws.com/public/export/riverside-community-college-district-2013.csv', 'path': 'full/f5f4ac6314e8eaa15dbb91c2064f926730525625.csv'}]"
Download Riverside Community College District payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/riverside-community-college-district-2012.csv,Riverside Community College District,2012,"[{'checksum': '15322f554b5c96e94b05a57f7cdcd021', 'url': 'https://transcal.s3.amazonaws.com/public/export/riverside-community-college-district-2012.csv', 'path': 'full/c036494169b29e5a9e421fc3d43054bc50f58078.csv'}]"
Download Rancho Santiago Community College District payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/rancho-santiago-community-college-district-2014.csv,Rancho Santiago Community College District,2014,"[{'checksum': '7410c6cece770ca555b5b366243d17a3', 'url': 'https://transcal.s3.amazonaws.com/public/export/rancho-santiago-community-college-district-2014.csv', 'path': 'full/e8dffad2b5c05723338b7c926b358c2f97f6528b.csv'}]"
Download Riverside Community College District payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/riverside-community-college-district-2014.csv,Riverside Community College District,2014,"[{'checksum': '6f691f9f39e4fe10c162e2452b63517e', 'url': 'https://transcal.s3.amazonaws.com/public/export/riverside-community-college-district-2014.csv', 'path': 'full/dbaf0f93c1561e81ecac56ca4930cc947c7b05fd.csv'}]"
Download Peralta Community College District payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/peralta-community-college-district-2014.csv,Peralta Community College District,2014,"[{'checksum': '89d4468ac519c95a4e0f51b0b2cb46e1', 'url': 'https://transcal.s3.amazonaws.com/public/export/peralta-community-college-district-2014.csv', 'path': 'full/b25838f7bad640a0239da5e66ea1a6880a301b05.csv'}]"
Download Rancho Santiago Community College District payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/rancho-santiago-community-college-district-2016.csv,Rancho Santiago Community College District,2016,"[{'checksum': 'da337aff243d5b42f91667bded5dbd3f', 'url': 'https://transcal.s3.amazonaws.com/public/export/rancho-santiago-community-college-district-2016.csv', 'path': 'full/10ba95c87cd15caea70577691e87baad69e7b7fd.csv'}]"
Download Pasadena City College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/pasadena-city-college-2016.csv,Pasadena City College,2016,"[{'checksum': '25aa73c09477b6b5cbb272997eb378ed', 'url': 'https://transcal.s3.amazonaws.com/public/export/pasadena-city-college-2016.csv', 'path': 'full/cf31ea9dceded1fffd8bfeb14ca07fbf665f8bc5.csv'}]"
Download Peralta Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/peralta-community-college-district-2013.csv,Peralta Community College District,2013,"[{'checksum': '9a909f9faf4659efabef469674488069', 'url': 'https://transcal.s3.amazonaws.com/public/export/peralta-community-college-district-2013.csv', 'path': 'full/b424c88a4e1cc573efed36763e8038f432d62fba.csv'}]"
Download Pasadena City College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/pasadena-city-college-2015.csv,Pasadena City College,2015,"[{'checksum': '8163b7c2410328562d003ebefd3eecb2', 'url': 'https://transcal.s3.amazonaws.com/public/export/pasadena-city-college-2015.csv', 'path': 'full/886aa9c2816082350fb927bdd5b579493b836356.csv'}]"
Download Peralta Community College District payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/peralta-community-college-district-2016.csv,Peralta Community College District,2016,"[{'checksum': '8ad80f236ce3abb89f5937963749cdc7', 'url': 'https://transcal.s3.amazonaws.com/public/export/peralta-community-college-district-2016.csv', 'path': 'full/5da3bce857e6bccccd68b24a3832d97a28bbb052.csv'}]"
Download Rancho Santiago Community College District payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/rancho-santiago-community-college-district-2015.csv,Rancho Santiago Community College District,2015,"[{'checksum': '9160a5b82ffb157f874a0bca97afd0d9', 'url': 'https://transcal.s3.amazonaws.com/public/export/rancho-santiago-community-college-district-2015.csv', 'path': 'full/d9e448b2856d65ef97e52c05b8d505fea0db243e.csv'}]"
Download Palo Verde College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/palo-verde-college-2014.csv,Palo Verde College,2014,"[{'checksum': 'fe611ef119879e074dbcfffa97cd7b16', 'url': 'https://transcal.s3.amazonaws.com/public/export/palo-verde-college-2014.csv', 'path': 'full/18d363f6a2f588ac3425e222f5a4ad5dcc61d229.csv'}]"
Download Rancho Santiago Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/rancho-santiago-community-college-district-2013.csv,Rancho Santiago Community College District,2013,"[{'checksum': '9421f8eecc9319dc9815d5c47d0b2bf1', 'url': 'https://transcal.s3.amazonaws.com/public/export/rancho-santiago-community-college-district-2013.csv', 'path': 'full/3f1c8cb7ac8cb60330b9aa8eab8450e4e9aa22fa.csv'}]"
Download Palo Verde College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/palo-verde-college-2016.csv,Palo Verde College,2016,"[{'checksum': '0e6e7c086a40ad70093a3a72c5f17964', 'url': 'https://transcal.s3.amazonaws.com/public/export/palo-verde-college-2016.csv', 'path': 'full/68387a182750fcd85d99f4253f2c440dd55ca7d7.csv'}]"
Download Palo Verde College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/palo-verde-college-2013.csv,Palo Verde College,2013,"[{'checksum': '5734a0cb00088c52fb8ef3b85273339a', 'url': 'https://transcal.s3.amazonaws.com/public/export/palo-verde-college-2013.csv', 'path': 'full/96c7a12848e95144ee9a2e9f61c7882327116c8a.csv'}]"
Download Rancho Santiago Community College District payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/rancho-santiago-community-college-district-2012.csv,Rancho Santiago Community College District,2012,"[{'checksum': 'e9df8bf8b288f416ca3170926595f92e', 'url': 'https://transcal.s3.amazonaws.com/public/export/rancho-santiago-community-college-district-2012.csv', 'path': 'full/335e46f6475b7a7fe969f4444d168122869e816d.csv'}]"
Download Peralta Community College District payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/peralta-community-college-district-2012.csv,Peralta Community College District,2012,"[{'checksum': '02daee877777630cf5c13ae65a7efa27', 'url': 'https://transcal.s3.amazonaws.com/public/export/peralta-community-college-district-2012.csv', 'path': 'full/f1d7c9407fb5787d261d347e971a639b39814001.csv'}]"
Download Palo Verde College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/palo-verde-college-2012.csv,Palo Verde College,2012,"[{'checksum': '5f21afa682aa2a83813f3a0523e4d963', 'url': 'https://transcal.s3.amazonaws.com/public/export/palo-verde-college-2012.csv', 'path': 'full/f3f1cbea55beb8f96185f01759a223ca648eea4f.csv'}]"
Download Pasadena City College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/pasadena-city-college-2013.csv,Pasadena City College,2013,"[{'checksum': '0b25e33c74e58973681371bbd8678ceb', 'url': 'https://transcal.s3.amazonaws.com/public/export/pasadena-city-college-2013.csv', 'path': 'full/924af6a49757b3bf32cad7a0e638c935501314ae.csv'}]"
Download Pasadena City College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/pasadena-city-college-2014.csv,Pasadena City College,2014,"[{'checksum': 'cf7d21a00413b845149699ef9219d1ad', 'url': 'https://transcal.s3.amazonaws.com/public/export/pasadena-city-college-2014.csv', 'path': 'full/ba85c6b0bdfae76c88dd69dc6abc154960e8efe3.csv'}]"
Download Pasadena City College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/pasadena-city-college-2012.csv,Pasadena City College,2012,"[{'checksum': '332066f7f09e7f1cce64bba20cfd20e7', 'url': 'https://transcal.s3.amazonaws.com/public/export/pasadena-city-college-2012.csv', 'path': 'full/221c26460e434e0dea086eadd2c8f7cf4c8145f4.csv'}]"
Download Palomar College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/palomar-college-2015.csv,Palomar College,2015,"[{'checksum': '90c5e716de1868bac090bab1babb2a6b', 'url': 'https://transcal.s3.amazonaws.com/public/export/palomar-college-2015.csv', 'path': 'full/bb1a3304b59fb2bdd7753e735378ede1f99af9cf.csv'}]"
Download Ohlone College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/ohlone-college-2015.csv,Ohlone College,2015,"[{'checksum': '1896d40ab7b3a2a26d1d9e13504fa8d5', 'url': 'https://transcal.s3.amazonaws.com/public/export/ohlone-college-2015.csv', 'path': 'full/aa4325ed83974742829c608d7137b49f21dc1dab.csv'}]"
Download Ohlone College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/ohlone-college-2016.csv,Ohlone College,2016,"[{'checksum': 'de567d1339eb9de226a18c62f19a7ad8', 'url': 'https://transcal.s3.amazonaws.com/public/export/ohlone-college-2016.csv', 'path': 'full/8938400317976645b179716142de62f073c0bbd3.csv'}]"
Download Palomar College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/palomar-college-2013.csv,Palomar College,2013,"[{'checksum': '216deffb3c50abec3eceae6603971a4e', 'url': 'https://transcal.s3.amazonaws.com/public/export/palomar-college-2013.csv', 'path': 'full/395ca5726c6385d3f34cbab5820b71d30760761f.csv'}]"
Download Ohlone College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/ohlone-college-2013.csv,Ohlone College,2013,"[{'checksum': 'e965d6bbe99a258311f85ecfcdd38a75', 'url': 'https://transcal.s3.amazonaws.com/public/export/ohlone-college-2013.csv', 'path': 'full/e067a6a611ed51acd5f3fada6cd41eda057a3362.csv'}]"
Download Ohlone College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/ohlone-college-2012.csv,Ohlone College,2012,"[{'checksum': '4773e075cdcb49c4b36df1637470825b', 'url': 'https://transcal.s3.amazonaws.com/public/export/ohlone-college-2012.csv', 'path': 'full/d7096f5843e2afa81ec0ff0f8d4ea3810551fe2b.csv'}]"
Download Mt. San Antonio College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/mt-san-antonio-college-2013.csv,Mt. San Antonio College,2013,"[{'checksum': '103848e3ca579e81f036725057218cc8', 'url': 'https://transcal.s3.amazonaws.com/public/export/mt-san-antonio-college-2013.csv', 'path': 'full/08a863d3f7e2802edb04077419141019c2e5174e.csv'}]"
Download Palomar College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/palomar-college-2016.csv,Palomar College,2016,"[{'checksum': 'c26545fa58854775cd666fedccd6182b', 'url': 'https://transcal.s3.amazonaws.com/public/export/palomar-college-2016.csv', 'path': 'full/a750bfccbc4453d3cdca5e214a705b0ccecacde5.csv'}]"
Download Napa Valley College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/napa-valley-college-2015.csv,Napa Valley College,2015,"[{'checksum': 'a843afa748d7731baadb7d15e22fa426', 'url': 'https://transcal.s3.amazonaws.com/public/export/napa-valley-college-2015.csv', 'path': 'full/d69da32d33b77025e89853e81e0d8f33de48803c.csv'}]"
Download Palomar College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/palomar-college-2012.csv,Palomar College,2012,"[{'checksum': '98e6dcc169a61f7bbe0c33e840b3b82c', 'url': 'https://transcal.s3.amazonaws.com/public/export/palomar-college-2012.csv', 'path': 'full/034d0ca5ad78a076cf97b18a168100d483480f73.csv'}]"
Download Napa Valley College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/napa-valley-college-2014.csv,Napa Valley College,2014,"[{'checksum': '4ae795121647aa0e0ce895245d9a7db3', 'url': 'https://transcal.s3.amazonaws.com/public/export/napa-valley-college-2014.csv', 'path': 'full/7f0f76d4c021b41ec3e8c9532fe31addad42fea2.csv'}]"
Download Napa Valley College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/napa-valley-college-2012.csv,Napa Valley College,2012,"[{'checksum': '9e95199e0a7af0f4b27a839262e1c5e2', 'url': 'https://transcal.s3.amazonaws.com/public/export/napa-valley-college-2012.csv', 'path': 'full/b9bd3ea81ed21594c4a15f700d8aa553e38934f8.csv'}]"
Download Palomar College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/palomar-college-2014.csv,Palomar College,2014,"[{'checksum': 'a412d6d0cc5225f4a2dba8c61ca68114', 'url': 'https://transcal.s3.amazonaws.com/public/export/palomar-college-2014.csv', 'path': 'full/9556d2981092f9da0a377daa8a060230ecd630c6.csv'}]"
Download Mt. San Antonio College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/mt-san-antonio-college-2014.csv,Mt. San Antonio College,2014,"[{'checksum': '85753512ff05cf2a44f48f09f4f00133', 'url': 'https://transcal.s3.amazonaws.com/public/export/mt-san-antonio-college-2014.csv', 'path': 'full/b3d1f61939f36baab82ff3e59ca9ffbc125611e7.csv'}]"
Download Napa Valley College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/napa-valley-college-2013.csv,Napa Valley College,2013,"[{'checksum': '991a00bd4e4064503e3af430f3ec74c5', 'url': 'https://transcal.s3.amazonaws.com/public/export/napa-valley-college-2013.csv', 'path': 'full/064491d15bd6f519c44c368e4c300c28ac2c6bed.csv'}]"
Download North Orange Community College District payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/north-orange-community-college-district-2016.csv,North Orange Community College District,2016,"[{'checksum': '130e60aa6cc51c9a9dd2dbb064ccfd76', 'url': 'https://transcal.s3.amazonaws.com/public/export/north-orange-community-college-district-2016.csv', 'path': 'full/ef61c4bfa7065826595eeaec7a551e09b4e47a8a.csv'}]"
Download Mt. San Antonio College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/mt-san-antonio-college-2012.csv,Mt. San Antonio College,2012,"[{'checksum': '2601f4929fe3416f2f00b2e9ffb484c5', 'url': 'https://transcal.s3.amazonaws.com/public/export/mt-san-antonio-college-2012.csv', 'path': 'full/62da6d1a4e2a70c441bbcffcdeed18be547939a2.csv'}]"
Download Mt. San Jacinto College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/mt-san-jacinto-college-2015.csv,Mt. San Jacinto College,2015,"[{'checksum': '3615fc6dac53eba9a89f0cec2028ded2', 'url': 'https://transcal.s3.amazonaws.com/public/export/mt-san-jacinto-college-2015.csv', 'path': 'full/1413d75a0cb97965ed126698a09b9efb081753b2.csv'}]"
Download Mt. San Jacinto College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/mt-san-jacinto-college-2014.csv,Mt. San Jacinto College,2014,"[{'checksum': 'c2602641eebe550995b565918ca5d48b', 'url': 'https://transcal.s3.amazonaws.com/public/export/mt-san-jacinto-college-2014.csv', 'path': 'full/140688cd385d34a24e8f46734dbe27b4beb0eb79.csv'}]"
Download Mt. San Jacinto College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/mt-san-jacinto-college-2012.csv,Mt. San Jacinto College,2012,"[{'checksum': '4d47f5c868978717bea0008bddbd00d7', 'url': 'https://transcal.s3.amazonaws.com/public/export/mt-san-jacinto-college-2012.csv', 'path': 'full/5b3f2ea69f64202e4c2195e1d1c1d239d9dd9c77.csv'}]"
Download Monterey Peninsula College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/monterey-peninsula-college-2015.csv,Monterey Peninsula College,2015,"[{'checksum': '0f4265063d47e66b29fc587104aa5242', 'url': 'https://transcal.s3.amazonaws.com/public/export/monterey-peninsula-college-2015.csv', 'path': 'full/38ed099588310aad166ebd4554aca76c098aadfd.csv'}]"
Download Mt. San Jacinto College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/mt-san-jacinto-college-2016.csv,Mt. San Jacinto College,2016,"[{'checksum': '27049868fee4ac753fb988fcd5d551fe', 'url': 'https://transcal.s3.amazonaws.com/public/export/mt-san-jacinto-college-2016.csv', 'path': 'full/e02e1807ed71570383c60038bb234983c842026b.csv'}]"
Download Mt. San Jacinto College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/mt-san-jacinto-college-2013.csv,Mt. San Jacinto College,2013,"[{'checksum': '62babcc833c12894eb1b3bfc18c6d102', 'url': 'https://transcal.s3.amazonaws.com/public/export/mt-san-jacinto-college-2013.csv', 'path': 'full/eb16efdf2e9ff8ae926a0c482b8a06850f077094.csv'}]"
Download Monterey Peninsula College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/monterey-peninsula-college-2014.csv,Monterey Peninsula College,2014,"[{'checksum': 'c35c3c88a7d402f3607ddbfcbf1e8bec', 'url': 'https://transcal.s3.amazonaws.com/public/export/monterey-peninsula-college-2014.csv', 'path': 'full/db9460e5ab22348933473c1e07cd75c4d26e4676.csv'}]"
Download Monterey Peninsula College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/monterey-peninsula-college-2012.csv,Monterey Peninsula College,2012,"[{'checksum': 'b03860b58cc7db3b150918f85db07187', 'url': 'https://transcal.s3.amazonaws.com/public/export/monterey-peninsula-college-2012.csv', 'path': 'full/3e67b0a4ab0f4432a3dfaa1f4c0814f8b70e9a3f.csv'}]"
Download Monterey Peninsula College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/monterey-peninsula-college-2013.csv,Monterey Peninsula College,2013,"[{'checksum': 'da83f10ef3810805e64257c80fc5643a', 'url': 'https://transcal.s3.amazonaws.com/public/export/monterey-peninsula-college-2013.csv', 'path': 'full/9f2436b449b07696df6333e3cb4d55fed88f1f97.csv'}]"
Download Miracosta College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/miracosta-college-2015.csv,Miracosta College,2015,"[{'checksum': '1ddb66d8b2952d1dc0cbbe78cc0adcaf', 'url': 'https://transcal.s3.amazonaws.com/public/export/miracosta-college-2015.csv', 'path': 'full/b907011fd89724af98b6321f097e9ff529e844e3.csv'}]"
Download Miracosta College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/miracosta-college-2016.csv,Miracosta College,2016,"[{'checksum': 'f9bb87d738ec17948cb2b6be557b6604', 'url': 'https://transcal.s3.amazonaws.com/public/export/miracosta-college-2016.csv', 'path': 'full/40a5440e35a1629ee5228cd1c78b73ead855482e.csv'}]"
Download Miracosta College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/miracosta-college-2014.csv,Miracosta College,2014,"[{'checksum': '984841c41705a10fd8594b86fa03b1e5', 'url': 'https://transcal.s3.amazonaws.com/public/export/miracosta-college-2014.csv', 'path': 'full/8c160c7e07b2a7e7e35b585b2ff07e0ddeee8f23.csv'}]"
