description,file_urls,city_name,year,files
Download Chabot-Las Positas CCD payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/chabot-las-positas-ccd-2013.csv,Chabot-Las Positas CCD,2013,"[{'checksum': 'c53fbe01ae34d8172fe7365c7d79b843', 'url': 'https://transcal.s3.amazonaws.com/public/export/chabot-las-positas-ccd-2013.csv', 'path': 'full/6909fc5cedbf73dc10819a05eda9ea088a5f0f3e.csv'}]"
Download Citrus College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/citrus-college-2013.csv,Citrus College,2013,"[{'checksum': 'e9db2d3f1fcd1226a6bf2263146acc32', 'url': 'https://transcal.s3.amazonaws.com/public/export/citrus-college-2013.csv', 'path': 'full/b06167e79cb4e6e7a46bee7487372b1e6550116a.csv'}]"
Download Cerritos College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/cerritos-college-2016.csv,Cerritos College,2016,"[{'checksum': 'c82f84f5465d7d7c2cee3529005bfa9c', 'url': 'https://transcal.s3.amazonaws.com/public/export/cerritos-college-2016.csv', 'path': 'full/c31e133ac23e752d76a8f3f3304b3b4bda240f4f.csv'}]"
Download Cabrillo College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/cabrillo-college-2013.csv,Cabrillo College,2013,"[{'checksum': 'e4a905948bb78e5ce5e16ad56beba2f0', 'url': 'https://transcal.s3.amazonaws.com/public/export/cabrillo-college-2013.csv', 'path': 'full/d7e4e416add6abf57e56ba9eae105e72d58966ef.csv'}]"
Download Cerritos College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/cerritos-college-2013.csv,Cerritos College,2013,"[{'checksum': '796a08e6919ad78736479810d7cb5c4b', 'url': 'https://transcal.s3.amazonaws.com/public/export/cerritos-college-2013.csv', 'path': 'full/ff24910732f35725e3566348199e24a7926576a2.csv'}]"
Download Cerritos College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/cerritos-college-2012.csv,Cerritos College,2012,"[{'checksum': '2f3f2477e924505a634c5ad914c5071f', 'url': 'https://transcal.s3.amazonaws.com/public/export/cerritos-college-2012.csv', 'path': 'full/45f256a93ab827b69b7f987e68fcc04d8548be50.csv'}]"
Download Barstow College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/barstow-college-2016.csv,Barstow College,2016,"[{'checksum': '493a16df71ca9c7b4b9356e81afe49e8', 'url': 'https://transcal.s3.amazonaws.com/public/export/barstow-college-2016.csv', 'path': 'full/4001f53e56497a4a0e8ba456962faf8f7587f941.csv'}]"
Download Cabrillo College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/cabrillo-college-2016.csv,Cabrillo College,2016,"[{'checksum': '860d5a32fcb2673dce4d22a2c30539ce', 'url': 'https://transcal.s3.amazonaws.com/public/export/cabrillo-college-2016.csv', 'path': 'full/24bb43b3744416e38f6da7630ef8f6ab7e1d2ebf.csv'}]"
Download Barstow College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/barstow-college-2014.csv,Barstow College,2014,"[{'checksum': 'fae9ef83e9a9d6a29aea858b5be7749f', 'url': 'https://transcal.s3.amazonaws.com/public/export/barstow-college-2014.csv', 'path': 'full/25ef38df26afe6061caec82993005041b7044f33.csv'}]"
Download Cabrillo College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/cabrillo-college-2012.csv,Cabrillo College,2012,"[{'checksum': '271b8d56d9fe31a2e4b010542349ca71', 'url': 'https://transcal.s3.amazonaws.com/public/export/cabrillo-college-2012.csv', 'path': 'full/fff1abdf85335add94ebfba984f7b03272313318.csv'}]"
Download Barstow College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/barstow-college-2012.csv,Barstow College,2012,"[{'checksum': '449f210cc010648ee0ed051148dde0c7', 'url': 'https://transcal.s3.amazonaws.com/public/export/barstow-college-2012.csv', 'path': 'full/97b47893ef65aa0853324f6b939dddd4b3bad15f.csv'}]"
Download Barstow College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/barstow-college-2015.csv,Barstow College,2015,"[{'checksum': '08527dd2982aca2e1f7ca8433fb5f566', 'url': 'https://transcal.s3.amazonaws.com/public/export/barstow-college-2015.csv', 'path': 'full/0c031e693aec29a105191a4916045f35093bfd47.csv'}]"
Download Barstow College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/barstow-college-2013.csv,Barstow College,2013,"[{'checksum': '9000054ac8f60afccdf1bcbdd400f275', 'url': 'https://transcal.s3.amazonaws.com/public/export/barstow-college-2013.csv', 'path': 'full/4f3f9cf176cc4950aa4193014f30191dc9d258c5.csv'}]"
Download Cerritos College payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/cerritos-college-2015.csv,Cerritos College,2015,"[{'checksum': 'b2d288a36cc47152b1db20df71f4f618', 'url': 'https://transcal.s3.amazonaws.com/public/export/cerritos-college-2015.csv', 'path': 'full/d3d4fff91b36b7974f1dd5dff8a8c9d0388782eb.csv'}]"
Download Butte-Glenn Community College District payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/butte-glenn-community-college-district-2015.csv,Butte-Glenn Community College District,2015,"[{'checksum': '7807d20455e7ca4e318aead6bfa26dab', 'url': 'https://transcal.s3.amazonaws.com/public/export/butte-glenn-community-college-district-2015.csv', 'path': 'full/a0f56554e71a89b05649fc6df7dbc3679bc2382e.csv'}]"
Download Los Angeles Community College District payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/los-angeles-district-2014.csv,Los Angeles Community College District,2014,"[{'checksum': 'd819fe0908ae59f1c36d447d94875401', 'url': 'https://transcal.s3.amazonaws.com/public/export/los-angeles-district-2014.csv', 'path': 'full/1017b256afc82e1fc8d9aa88eb6e8e9e315c4b63.csv'}]"
Download Cabrillo College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/cabrillo-college-2014.csv,Cabrillo College,2014,"[{'checksum': 'b938c85d3151b4e3f5621a4cff395e10', 'url': 'https://transcal.s3.amazonaws.com/public/export/cabrillo-college-2014.csv', 'path': 'full/d3eaf0ec9d0d0071f59d6f2739d9757005ec8858.csv'}]"
Download Antelope Valley College payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/antelope-valley-college-2016.csv,Antelope Valley College,2016,"[{'checksum': '2d3d1c86291e5fd390cec58dfd3b8ed6', 'url': 'https://transcal.s3.amazonaws.com/public/export/antelope-valley-college-2016.csv', 'path': 'full/6f6c73cde31292acf01f395ebd9c629ee344611b.csv'}]"
Download Butte-Glenn Community College District payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/butte-glenn-community-college-district-2016.csv,Butte-Glenn Community College District,2016,"[{'checksum': '41259fe3282dbdee66903c1c13f59086', 'url': 'https://transcal.s3.amazonaws.com/public/export/butte-glenn-community-college-district-2016.csv', 'path': 'full/8c5a9279ebcbe273a5f540f89fbc08da20a0ad3c.csv'}]"
Download Butte-Glenn Community College District payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/butte-glenn-community-college-district-2014.csv,Butte-Glenn Community College District,2014,"[{'checksum': '482baf9179eb40be08d42e530db90638', 'url': 'https://transcal.s3.amazonaws.com/public/export/butte-glenn-community-college-district-2014.csv', 'path': 'full/300793093e1a51f2060037f0c88dd8ee435e9aea.csv'}]"
Download Antelope Valley College payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/antelope-valley-college-2012.csv,Antelope Valley College,2012,"[{'checksum': '632813ae78c110e8c631304db6612f0b', 'url': 'https://transcal.s3.amazonaws.com/public/export/antelope-valley-college-2012.csv', 'path': 'full/d075b4af1739f6d7c61ff69301006bed6d782664.csv'}]"
Download Antelope Valley College payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/antelope-valley-college-2013.csv,Antelope Valley College,2013,"[{'checksum': '462cf279c635e21afa12144d0c8ffdd0', 'url': 'https://transcal.s3.amazonaws.com/public/export/antelope-valley-college-2013.csv', 'path': 'full/5be9434c04751bf6e0613107e698cf26a128197a.csv'}]"
Download Butte-Glenn Community College District payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/butte-glenn-community-college-district-2013.csv,Butte-Glenn Community College District,2013,"[{'checksum': 'ec9b5aa03da576956e45275e0adaad0e', 'url': 'https://transcal.s3.amazonaws.com/public/export/butte-glenn-community-college-district-2013.csv', 'path': 'full/9e0ff03df462aa88c3787e8eb7889200850fdf2b.csv'}]"
Download Butte-Glenn Community College District payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/butte-glenn-community-college-district-2012.csv,Butte-Glenn Community College District,2012,"[{'checksum': '475100afc051b58cf4b5f272eb48057a', 'url': 'https://transcal.s3.amazonaws.com/public/export/butte-glenn-community-college-district-2012.csv', 'path': 'full/c933ab0fa7e70f7e8fb59a62b50210be6a809b1e.csv'}]"
Download Antelope Valley College payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/antelope-valley-college-2014.csv,Antelope Valley College,2014,"[{'checksum': 'f6d472948cae6d23e660a231875a6fbb', 'url': 'https://transcal.s3.amazonaws.com/public/export/antelope-valley-college-2014.csv', 'path': 'full/2a5089dc705b2194a6515f4c39bd81b3daf5063a.csv'}]"
Download Los Angeles Community College District payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/los-angeles-district-2012.csv,Los Angeles Community College District,2012,"[{'checksum': 'd1e11d2e2d17d9d9a1a20fb8752facaf', 'url': 'https://transcal.s3.amazonaws.com/public/export/los-angeles-district-2012.csv', 'path': 'full/9071ecfedc15f2272f0bf4ab00bc03b936251975.csv'}]"
