city_name,year,description,file_urls,files
Plumas County,2013,Download Plumas County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/plumas-county-2013.csv,"[{'checksum': 'eb2d78e096a9c81bbe98c972821fc83a', 'url': 'https://transcal.s3.amazonaws.com/public/export/plumas-county-2013.csv', 'path': 'full/c36f1742cc67b5119e58217f061b4af1187dbc12.csv'}]"
Placer County,2016,Download Placer County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/placer-county-2016.csv,"[{'checksum': '6d4eb27bbcac49eeb2bf4c280b4081b7', 'url': 'https://transcal.s3.amazonaws.com/public/export/placer-county-2016.csv', 'path': 'full/fd2374971f06e2d5cceeba29e3ec600f45d5fefd.csv'}]"
Placer County,2015,Download Placer County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/placer-county-2015.csv,"[{'checksum': '0d8bd91f7b1359fbc46447d250c7af82', 'url': 'https://transcal.s3.amazonaws.com/public/export/placer-county-2015.csv', 'path': 'full/3db4a53eb96bc7d8a16086cd2c5dde55cf6f13c9.csv'}]"
Placer County,2014,Download Placer County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/placer-county-2014.csv,"[{'checksum': '54a7a0c48f354defe6d538e1f07b1c6b', 'url': 'https://transcal.s3.amazonaws.com/public/export/placer-county-2014.csv', 'path': 'full/0bd124540dba1ed188d0436e41d80558566f3e1e.csv'}]"
Placer County,2013,Download Placer County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/placer-county-2013.csv,"[{'checksum': 'adfcd9227ea5999d0bb305759f61fddc', 'url': 'https://transcal.s3.amazonaws.com/public/export/placer-county-2013.csv', 'path': 'full/433f7e4a6cf9dc62fa4fab5515d682c86fd572b0.csv'}]"
Riverside County,2014,Download Riverside County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/riverside-county-2014.csv,"[{'checksum': '00d06632cd7222ff8005be4d2b4e84ec', 'url': 'https://transcal.s3.amazonaws.com/public/export/riverside-county-2014.csv', 'path': 'full/b540c7bc932285aa3fa97dc1492a720045f41082.csv'}]"
Placer County,2012,Download Placer County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/placer-county-2012.csv,"[{'checksum': 'd39138d7cb5a885546462c2f4a009c9f', 'url': 'https://transcal.s3.amazonaws.com/public/export/placer-county-2012.csv', 'path': 'full/397fede47e97f2e816d5f9e590c0ac8be005efc9.csv'}]"
Placer County,2011,Download Placer County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/placer-county-2011.csv,"[{'checksum': 'f55d82210f8d552c91bac04a3931a580', 'url': 'https://transcal.s3.amazonaws.com/public/export/placer-county-2011.csv', 'path': 'full/66d3350b558cabb61937cebaed528f0cadbe9308.csv'}]"
Riverside County,2011,Download Riverside County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/riverside-county-2011.csv,"[{'checksum': '24795c979fabf08bc2da1c89edd9129c', 'url': 'https://transcal.s3.amazonaws.com/public/export/riverside-county-2011.csv', 'path': 'full/4c25bd5920b383523828a93e347d962c4c01c7fd.csv'}]"
San Francisco,2012,Download San Francisco payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/san-francisco-2012.csv,"[{'checksum': 'f635533884d734de3e662b942560d150', 'url': 'https://transcal.s3.amazonaws.com/public/export/san-francisco-2012.csv', 'path': 'full/8f49cc01a49d9af1e39ac5de8c16b3a5bb78faae.csv'}]"
Kern County,2014,Download Kern County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/kern-county-2014.csv,"[{'checksum': '467c1a34819ed75e032cbacb2cfbf04b', 'url': 'https://transcal.s3.amazonaws.com/public/export/kern-county-2014.csv', 'path': 'full/ae4d2289e35428c1af63e3c71d5818dd956562eb.csv'}]"
Kern County,2015,Download Kern County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/kern-county-2015.csv,"[{'checksum': 'd270f64ee509d28a55481667c00e5422', 'url': 'https://transcal.s3.amazonaws.com/public/export/kern-county-2015.csv', 'path': 'full/ca7fc17681e5babc4a7fac532b40d25442112db0.csv'}]"
Inyo County,2016,Download Inyo County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/inyo-county-2016.csv,"[{'checksum': 'bf2269fc9096c226f18cdb874bac6f6f', 'url': 'https://transcal.s3.amazonaws.com/public/export/inyo-county-2016.csv', 'path': 'full/9bc84378e195cf4d765e0421f9a014506adc4299.csv'}]"
Kern County,2016,Download Kern County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/kern-county-2016.csv,"[{'checksum': 'acd0505e202ac572409a3f1f072b2bd9', 'url': 'https://transcal.s3.amazonaws.com/public/export/kern-county-2016.csv', 'path': 'full/daa9c6e119984fec32be9880b31c7430803dd2de.csv'}]"
Inyo County,2015,Download Inyo County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/inyo-county-2015.csv,"[{'checksum': 'bba6672b91d581eed58d2de29f6b28d8', 'url': 'https://transcal.s3.amazonaws.com/public/export/inyo-county-2015.csv', 'path': 'full/622afcf3ff82c7a2a7ff786665680bbfc456ff66.csv'}]"
Inyo County,2014,Download Inyo County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/inyo-county-2014.csv,"[{'checksum': 'f74e75e4060cdf684e22031c67075f18', 'url': 'https://transcal.s3.amazonaws.com/public/export/inyo-county-2014.csv', 'path': 'full/76b0b043bb5d21b6caf527fdf5103a2bfad622a9.csv'}]"
Inyo County,2013,Download Inyo County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/inyo-county-2013.csv,"[{'checksum': 'c2eb63870e24b3764cbf4bf3901312cc', 'url': 'https://transcal.s3.amazonaws.com/public/export/inyo-county-2013.csv', 'path': 'full/ce9d4db480015a18485dfda36099fb6ded645492.csv'}]"
Riverside County,2013,Download Riverside County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/riverside-county-2013.csv,"[{'checksum': '61e4f0ef2934c6c0bbac33f1829b8bc1', 'url': 'https://transcal.s3.amazonaws.com/public/export/riverside-county-2013.csv', 'path': 'full/e332dff9dc9d4d3b0d2e3255affef55392b9f281.csv'}]"
Imperial County,2016,Download Imperial County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/imperial-county-2016.csv,"[{'checksum': '259b2af2fd313f5a6b452f62a5b8b816', 'url': 'https://transcal.s3.amazonaws.com/public/export/imperial-county-2016.csv', 'path': 'full/391b6dc138c4c4429c90a57bb8dc425e872082e6.csv'}]"
Imperial County,2015,Download Imperial County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/imperial-county-2015.csv,"[{'checksum': '4097c6ebb6ee37743275ce61ceb424ca', 'url': 'https://transcal.s3.amazonaws.com/public/export/imperial-county-2015.csv', 'path': 'full/d91348f4be3fe816e6ea24e90fab2f208fbe4a35.csv'}]"
Imperial County,2013,Download Imperial County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/imperial-county-2013.csv,"[{'checksum': 'fa98415043e06cbabefe59e5b8ad7f95', 'url': 'https://transcal.s3.amazonaws.com/public/export/imperial-county-2013.csv', 'path': 'full/3c6a5aca495cf6e656c91b08cdcf5579fe3b7ebd.csv'}]"
Imperial County,2014,Download Imperial County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/imperial-county-2014.csv,"[{'checksum': '2ec72f4e5b39428a4a4dd5463f9a3e44', 'url': 'https://transcal.s3.amazonaws.com/public/export/imperial-county-2014.csv', 'path': 'full/4468186114da748c957d288969874ab78bcd331f.csv'}]"
Imperial County,2012,Download Imperial County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/imperial-county-2012.csv,"[{'checksum': '718470fa1e217aebf9620d79b44b69d9', 'url': 'https://transcal.s3.amazonaws.com/public/export/imperial-county-2012.csv', 'path': 'full/7376c989664a9fb606e498078869dfbdf6706fcf.csv'}]"
Kern County,2011,Download Kern County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/kern-county-2011.csv,"[{'checksum': 'a50c56142cd68f0c4b3f088789a8241f', 'url': 'https://transcal.s3.amazonaws.com/public/export/kern-county-2011.csv', 'path': 'full/425e04110e78d56414d591faa8edf655c0529a58.csv'}]"
Imperial County,2011,Download Imperial County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/imperial-county-2011.csv,"[{'checksum': '0e222e39eb384fc323a5654b4946bab7', 'url': 'https://transcal.s3.amazonaws.com/public/export/imperial-county-2011.csv', 'path': 'full/40aa190706756ca7202939a9d4dfbdbe48d60085.csv'}]"
Humboldt County,2015,Download Humboldt County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/humboldt-county-2015.csv,"[{'checksum': '3f29563e12da7580cda21c8b8ee67e62', 'url': 'https://transcal.s3.amazonaws.com/public/export/humboldt-county-2015.csv', 'path': 'full/ec818c13581233aa320e9d2c21b35b4470de6d78.csv'}]"
Humboldt County,2014,Download Humboldt County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/humboldt-county-2014.csv,"[{'checksum': 'fb202375d1f3e1c51b38fbc657c3a149', 'url': 'https://transcal.s3.amazonaws.com/public/export/humboldt-county-2014.csv', 'path': 'full/c7c569fa0440ab4e9adbb34b94db1c13d88c403d.csv'}]"
Humboldt County,2013,Download Humboldt County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/humboldt-county-2013.csv,"[{'checksum': '71ab5e07160d3db0935449d8351f1def', 'url': 'https://transcal.s3.amazonaws.com/public/export/humboldt-county-2013.csv', 'path': 'full/ae4b0c4a1735380b4b4457b67cec738ddefeddc4.csv'}]"
Humboldt County,2012,Download Humboldt County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/humboldt-county-2012.csv,"[{'checksum': '7d0dbd2006b46761d7ad89d1e275662d', 'url': 'https://transcal.s3.amazonaws.com/public/export/humboldt-county-2012.csv', 'path': 'full/a51e0b98237fcad31bbc2d0ec71790b6e5c04cfe.csv'}]"
Humboldt County,2011,Download Humboldt County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/humboldt-county-2011.csv,"[{'checksum': '08575055a4dbf70525a4e00dbdef4760', 'url': 'https://transcal.s3.amazonaws.com/public/export/humboldt-county-2011.csv', 'path': 'full/9daeb040fe9769c8919475b1ef6510c6525a2c56.csv'}]"
Glenn County,2016,Download Glenn County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/glenn-county-2016.csv,"[{'checksum': '7c376e2c4f58d5f554c496aea30b6bba', 'url': 'https://transcal.s3.amazonaws.com/public/export/glenn-county-2016.csv', 'path': 'full/a612f9ece89313575cac4af09613126c0f0708ea.csv'}]"
Glenn County,2015,Download Glenn County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/glenn-county-2015.csv,"[{'checksum': 'b53b9c0afea0977cb1be7e4b4f3cab56', 'url': 'https://transcal.s3.amazonaws.com/public/export/glenn-county-2015.csv', 'path': 'full/a2d9fbb9ec44a9fe80b7157273a2f61e60e439af.csv'}]"
Glenn County,2014,Download Glenn County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/glenn-county-2014.csv,"[{'checksum': 'f2fe1e86ea4daeaffad4cf3c7611e6fc', 'url': 'https://transcal.s3.amazonaws.com/public/export/glenn-county-2014.csv', 'path': 'full/d858b354c88014184e0628942b122c5a296f363f.csv'}]"
Glenn County,2013,Download Glenn County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/glenn-county-2013.csv,"[{'checksum': 'b7465bc3bb60b254000eb22f0bc1e902', 'url': 'https://transcal.s3.amazonaws.com/public/export/glenn-county-2013.csv', 'path': 'full/f316c127ea93986eaf8ecaa86786c4e0eb33f3fa.csv'}]"
Riverside County,2015,Download Riverside County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/riverside-county-2015.csv,"[{'checksum': 'c512cf6dcc0b22515d2a0d46011e37fa', 'url': 'https://transcal.s3.amazonaws.com/public/export/riverside-county-2015.csv', 'path': 'full/8ddb52516cf52e00846c2195bcc3f6f809274383.csv'}]"
Kern County,2012,Download Kern County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/kern-county-2012.csv,"[{'checksum': 'df6b77336164e69ffaac658e4ffb6a2f', 'url': 'https://transcal.s3.amazonaws.com/public/export/kern-county-2012.csv', 'path': 'full/9644e3e24a10c04fbee88b44692d186ce7e77b1d.csv'}]"
Humboldt County,2016,Download Humboldt County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/humboldt-county-2016.csv,"[{'checksum': 'e919847dfdbdfc568cf8e7e827e4f29f', 'url': 'https://transcal.s3.amazonaws.com/public/export/humboldt-county-2016.csv', 'path': 'full/3bef08394704ded15a0dc28a2929d3dbd182561c.csv'}]"
Fresno County,2014,Download Fresno County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/fresno-county-2014.csv,"[{'checksum': 'f15404a7f240563061b8f1a8c4ab3e87', 'url': 'https://transcal.s3.amazonaws.com/public/export/fresno-county-2014.csv', 'path': 'full/4c8607fe47ac16b6cca8e0c9e28994d00765d8bb.csv'}]"
Fresno County,2015,Download Fresno County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/fresno-county-2015.csv,"[{'checksum': '32102cb0d0bd6caf484760c9a2aa5865', 'url': 'https://transcal.s3.amazonaws.com/public/export/fresno-county-2015.csv', 'path': 'full/333506d06ede22973cb4ccad4f0707ec8f1f2b5f.csv'}]"
Fresno County,2016,Download Fresno County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/fresno-county-2016.csv,"[{'checksum': 'e635cb35e9eb951335b5c3a4b140109a', 'url': 'https://transcal.s3.amazonaws.com/public/export/fresno-county-2016.csv', 'path': 'full/eecd6d7277b796bd93e25b118fb166ec75f35d9c.csv'}]"
El Dorado County,2016,Download El Dorado County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2016.csv,"[{'checksum': 'b1b8ca10a8be308597bfe1769284a822', 'url': 'https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2016.csv', 'path': 'full/8ad3e3bb957263103f73f72b126c22bc3a307a68.csv'}]"
Kern County,2013,Download Kern County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/kern-county-2013.csv,"[{'checksum': 'dcd6fafbc2ca609c5797654daef7427f', 'url': 'https://transcal.s3.amazonaws.com/public/export/kern-county-2013.csv', 'path': 'full/4e335539c3800ada23483c05c33039e73a9fe36a.csv'}]"
El Dorado County,2014,Download El Dorado County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2014.csv,"[{'checksum': '37d6a484a4a7ce170d72cc920e9aebb6', 'url': 'https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2014.csv', 'path': 'full/b114b6ce69a412dda8b6fdefd595df8fbf2ef89f.csv'}]"
El Dorado County,2015,Download El Dorado County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2015.csv,"[{'checksum': '0d98853e8c3788fbcb05a2bcec7c53aa', 'url': 'https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2015.csv', 'path': 'full/6873534380427140217f11a69dd094691aef3d0a.csv'}]"
Del Norte County,2016,Download Del Norte County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/del-norte-county-2016.csv,"[{'checksum': 'a6c480f6c9d52b706c6a8eadb0b5fe38', 'url': 'https://transcal.s3.amazonaws.com/public/export/del-norte-county-2016.csv', 'path': 'full/d2948a671596f7dff5296d184261f30ca41725f5.csv'}]"
El Dorado County,2013,Download El Dorado County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2013.csv,"[{'checksum': '6c154dd40aacc9878316d07e2bd192e3', 'url': 'https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2013.csv', 'path': 'full/11838b077be09801ed5b07b9b9f04a33061b3a7b.csv'}]"
Del Norte County,2013,Download Del Norte County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/del-norte-county-2013.csv,"[{'checksum': 'f025de692763f546193029ff8beb55c4', 'url': 'https://transcal.s3.amazonaws.com/public/export/del-norte-county-2013.csv', 'path': 'full/34ad46b91fcc15a64d96b2ba8fdd34ad102e13e1.csv'}]"
Del Norte County,2015,Download Del Norte County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/del-norte-county-2015.csv,"[{'checksum': '690180bc642895fe252fb0198af9c247', 'url': 'https://transcal.s3.amazonaws.com/public/export/del-norte-county-2015.csv', 'path': 'full/f0e3526ab68b0e14a72336f9632793ea6ba27864.csv'}]"
Del Norte County,2011,Download Del Norte County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/del-norte-county-2011.csv,"[{'checksum': 'e764a65ff470f5634ed5c4c59a8c33a3', 'url': 'https://transcal.s3.amazonaws.com/public/export/del-norte-county-2011.csv', 'path': 'full/e77d4aaea0d61e598d7f73502bc5f59a47dc8847.csv'}]"
El Dorado County,2011,Download El Dorado County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2011.csv,"[{'checksum': 'd3031875b54b0583ab49d6a456e2e5a3', 'url': 'https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2011.csv', 'path': 'full/d6d7cbb026f660ff07382ea0beb208a02ee90cde.csv'}]"
Fresno County,2013,Download Fresno County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/fresno-county-2013.csv,"[{'checksum': 'f4ab249bb4b00ed483eea949059039e6', 'url': 'https://transcal.s3.amazonaws.com/public/export/fresno-county-2013.csv', 'path': 'full/7530a666eaa52238e76d408b3bc0120af1b2b4bf.csv'}]"
Colusa County,2016,Download Colusa County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/colusa-county-2016.csv,"[{'checksum': '4b61a19e14b61654aad78e57c0dac069', 'url': 'https://transcal.s3.amazonaws.com/public/export/colusa-county-2016.csv', 'path': 'full/a9fbc292e69694253b270e320434dfad18e68ce3.csv'}]"
Colusa County,2015,Download Colusa County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/colusa-county-2015.csv,"[{'checksum': 'f8f2c2260048cefa88892af1a8d0e7df', 'url': 'https://transcal.s3.amazonaws.com/public/export/colusa-county-2015.csv', 'path': 'full/7abf48f5d685c558d52fc8e3c1b42e3535ee0793.csv'}]"
Del Norte County,2012,Download Del Norte County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/del-norte-county-2012.csv,"[{'checksum': '9a4f9d0a84ca8f703d7105bdc965eb29', 'url': 'https://transcal.s3.amazonaws.com/public/export/del-norte-county-2012.csv', 'path': 'full/83fc27522e37ace5e513477ec89bfd65e2d91ad3.csv'}]"
Colusa County,2013,Download Colusa County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/colusa-county-2013.csv,"[{'checksum': '8342975aee5abd13e28f3f37dd7aeb5c', 'url': 'https://transcal.s3.amazonaws.com/public/export/colusa-county-2013.csv', 'path': 'full/6b12ab793d327726cfbba5fef92ad543638667cd.csv'}]"
Colusa County,2012,Download Colusa County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/colusa-county-2012.csv,"[{'checksum': '1d91e1ed022badc9f27256d7ba3bfcea', 'url': 'https://transcal.s3.amazonaws.com/public/export/colusa-county-2012.csv', 'path': 'full/bc7200087d506f6cebfe6511dfaf80f01957e96e.csv'}]"
Colusa County,2014,Download Colusa County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/colusa-county-2014.csv,"[{'checksum': '44bb64737aa9e573cfba4daef022a9f6', 'url': 'https://transcal.s3.amazonaws.com/public/export/colusa-county-2014.csv', 'path': 'full/f5ab0ab19900bc936d998cbb495b3bcf669f9241.csv'}]"
Calaveras County,2011,Download Calaveras County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/calaveras-county-2011.csv,"[{'checksum': '049922e78ad66ade1840d005f772791b', 'url': 'https://transcal.s3.amazonaws.com/public/export/calaveras-county-2011.csv', 'path': 'full/34b8630d8e4a637730f292c8e6b669ba611f2605.csv'}]"
Calaveras County,2012,Download Calaveras County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/calaveras-county-2012.csv,"[{'checksum': '3cd437812899ae1a0626c7dc37490b0d', 'url': 'https://transcal.s3.amazonaws.com/public/export/calaveras-county-2012.csv', 'path': 'full/ac917e85a89b84187da5c1f083bc44cd8d4970bf.csv'}]"
El Dorado County,2012,Download El Dorado County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2012.csv,"[{'checksum': '910c91a098687e3e7863a113e02710ce', 'url': 'https://transcal.s3.amazonaws.com/public/export/el-dorado-county-2012.csv', 'path': 'full/8cfa40e87e39e98c2f397f73914b3eac27d53ada.csv'}]"
Calaveras County,2013,Download Calaveras County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/calaveras-county-2013.csv,"[{'checksum': '8b50d8aca878955eff142d2387c88bb6', 'url': 'https://transcal.s3.amazonaws.com/public/export/calaveras-county-2013.csv', 'path': 'full/ad37a69e9c2595cbdb300b7ce85736829baf7c8c.csv'}]"
Fresno County,2012,Download Fresno County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/fresno-county-2012.csv,"[{'checksum': 'ccbd303be3c5da584bed7d9ffe048560', 'url': 'https://transcal.s3.amazonaws.com/public/export/fresno-county-2012.csv', 'path': 'full/443a974ead252df759b25b78f62f68c43d0f3198.csv'}]"
Riverside County,2012,Download Riverside County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/riverside-county-2012.csv,"[{'checksum': 'b68dcbcb4fe3e8307f619e35be384787', 'url': 'https://transcal.s3.amazonaws.com/public/export/riverside-county-2012.csv', 'path': 'full/af550506d105bab1740e8f529b068c637c9e674a.csv'}]"
Contra Costa County,2015,Download Contra Costa County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2015.csv,"[{'checksum': 'dcd6213b495f46ae285ec23754f91a12', 'url': 'https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2015.csv', 'path': 'full/826120d89ea7fca7a9b2a5c38664672c828f593d.csv'}]"
Fresno County,2011,Download Fresno County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/fresno-county-2011.csv,"[{'checksum': 'e902dac2ce4c5d3f68a614ec7c272d5d', 'url': 'https://transcal.s3.amazonaws.com/public/export/fresno-county-2011.csv', 'path': 'full/a83739aa2b05cbd20e025dff2098f447ef3a9657.csv'}]"
Butte County,2014,Download Butte County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/butte-county-2014.csv,"[{'checksum': 'd756b9f8e2fd86577f6a8f55559ff3f1', 'url': 'https://transcal.s3.amazonaws.com/public/export/butte-county-2014.csv', 'path': 'full/206f208c0427aa86a6c760ef83b13314d7e2a5e2.csv'}]"
Butte County,2016,Download Butte County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/butte-county-2016.csv,"[{'checksum': '1180f84507c7f778e96a711f9beee289', 'url': 'https://transcal.s3.amazonaws.com/public/export/butte-county-2016.csv', 'path': 'full/ea008cbb0877787947bed4eb245fbbf261af2bd1.csv'}]"
Butte County,2013,Download Butte County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/butte-county-2013.csv,"[{'checksum': '1965e46174852e2ac1d0b3a94534349f', 'url': 'https://transcal.s3.amazonaws.com/public/export/butte-county-2013.csv', 'path': 'full/fe1db308fe3751763768303285f7b51287e3e426.csv'}]"
Butte County,2011,Download Butte County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/butte-county-2011.csv,"[{'checksum': '94bdd295dc8cb55fab607f492012108b', 'url': 'https://transcal.s3.amazonaws.com/public/export/butte-county-2011.csv', 'path': 'full/82441563ce85780f5785c3f0c7902f3403b952f6.csv'}]"
Butte County,2012,Download Butte County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/butte-county-2012.csv,"[{'checksum': 'ea5bc3a821495915f26d86d4a3cb29df', 'url': 'https://transcal.s3.amazonaws.com/public/export/butte-county-2012.csv', 'path': 'full/21526cf1472fcedd6d6d1dcd186aa7d8b6db954e.csv'}]"
Amador County,2015,Download Amador County payroll data for 2015,https://transcal.s3.amazonaws.com/public/export/amador-county-2015.csv,"[{'checksum': 'f7b08c51b13fb2b6bd3f8cb4ad941555', 'url': 'https://transcal.s3.amazonaws.com/public/export/amador-county-2015.csv', 'path': 'full/a3b6b5d1d121e7b524809264e01312b84aa0d5ad.csv'}]"
Amador County,2014,Download Amador County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/amador-county-2014.csv,"[{'checksum': '81d78523bb5b132945e067ffc84b1429', 'url': 'https://transcal.s3.amazonaws.com/public/export/amador-county-2014.csv', 'path': 'full/28c9a15e4b8747b5d7f488460a1c35f34ae12269.csv'}]"
Amador County,2011,Download Amador County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/amador-county-2011.csv,"[{'checksum': 'b30fffb45943bb422da4d67514f5c2e8', 'url': 'https://transcal.s3.amazonaws.com/public/export/amador-county-2011.csv', 'path': 'full/8516becd77c7ac71a670c2a1737d375fe32e9ca8.csv'}]"
Amador County,2016,Download Amador County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/amador-county-2016.csv,"[{'checksum': '419c020c06aeb5bb2f9a009bb0895f3b', 'url': 'https://transcal.s3.amazonaws.com/public/export/amador-county-2016.csv', 'path': 'full/8bcc88cf615ffdf737817d4570ca825856a634be.csv'}]"
Amador County,2013,Download Amador County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/amador-county-2013.csv,"[{'checksum': 'b54173fffc9d140b785eefe3bf3485f2', 'url': 'https://transcal.s3.amazonaws.com/public/export/amador-county-2013.csv', 'path': 'full/57d85e1850e5a6644b410b5cf5bb3285aa105cdf.csv'}]"
Alpine County,2016,Download Alpine County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/alpine-county-2016.csv,"[{'checksum': '9229c8c908b4633d5e8425cbebf06671', 'url': 'https://transcal.s3.amazonaws.com/public/export/alpine-county-2016.csv', 'path': 'full/1ba0c6829f9cc0b55bf3410f8d0f4a63125448b5.csv'}]"
Contra Costa County,2012,Download Contra Costa County payroll data for 2012,https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2012.csv,"[{'checksum': 'bfcb6fadf07d7b5c2701bbe6fa2af4e8', 'url': 'https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2012.csv', 'path': 'full/bef4f12d8ec9d1109c972098ba89bf618f395029.csv'}]"
Contra Costa County,2016,Download Contra Costa County payroll data for 2016,https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2016.csv,"[{'checksum': 'ee368d28ddcf63b45c212c7a0cd403cf', 'url': 'https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2016.csv', 'path': 'full/30f3e90ce02aa8a776912f2269c6e1ce61bc2dd5.csv'}]"
Contra Costa County,2014,Download Contra Costa County payroll data for 2014,https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2014.csv,"[{'checksum': '488abbd2b47c1be54e30f8d61a974452', 'url': 'https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2014.csv', 'path': 'full/95ca25298a0eddd799562f172a59edcab244c314.csv'}]"
Contra Costa County,2011,Download Contra Costa County payroll data for 2011,https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2011.csv,"[{'checksum': 'c421bff905cf5aeea5c2c51927df823d', 'url': 'https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2011.csv', 'path': 'full/c7902a1255c87f150241790953b7a5f6f0c0614a.csv'}]"
Contra Costa County,2013,Download Contra Costa County payroll data for 2013,https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2013.csv,"[{'checksum': 'afa8b0248df35ec2fbdba20ff86d8fa1', 'url': 'https://transcal.s3.amazonaws.com/public/export/contra-costa-county-2013.csv', 'path': 'full/13c8a7921c4dc621a77c866c32069985b2650183.csv'}]"
